id,key,value,type
151465604,gnis:Class,Populated Place,regular
151465604,gnis:County,Grimes,regular
151465604,gnis:County_num,185,regular
151465604,gnis:ST_alpha,TX,regular
151465604,gnis:ST_num,48,regular
151465604,id,1379762,gnis
151465604,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151465604,is_in,"Grimes,Texas,Tex.,TX,USA",regular
151465604,name,Ferguson Crossing,regular
151465604,place,hamlet,regular
151466089,ele,107,regular
151466089,gnis:Class,Populated Place,regular
151466089,gnis:County,Grimes,regular
151466089,gnis:County_num,185,regular
151466089,gnis:ST_alpha,TX,regular
151466089,gnis:ST_num,48,regular
151466089,id,1368209,gnis
151466089,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151466089,is_in,"Grimes,Texas,Tex.,TX,USA",regular
151466089,name,Shiro,regular
151466089,place,hamlet,regular
151469280,population,221;2006,census
151469280,ele,106,regular
151469280,gnis:Class,Populated Place,regular
151469280,gnis:County,Brazos,regular
151469280,gnis:County_num,041,regular
151469280,gnis:ST_alpha,TX,regular
151469280,gnis:ST_num,48,regular
151469280,id,1360777,gnis
151469280,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151469280,is_in,"Brazos,Texas,Tex.,TX,USA",regular
151469280,name,Kurten,regular
151469280,place,village,regular
151469280,population,221,regular
151469400,ele,93,regular
151469400,gnis:Class,Populated Place,regular
151469400,gnis:County,Brazos,regular
151469400,gnis:County_num,041,regular
151469400,gnis:ST_alpha,TX,regular
151469400,gnis:ST_num,48,regular
151469400,id,1380693,gnis
151469400,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151469400,is_in,"Brazos,Texas,Tex.,TX,USA",regular
151469400,name,Union,regular
151469400,place,hamlet,regular
151474548,ele,112,regular
151474548,gnis:Class,Populated Place,regular
151474548,gnis:County,Walker,regular
151474548,gnis:County_num,471,regular
151474548,gnis:ST_alpha,TX,regular
151474548,gnis:ST_num,48,regular
151474548,id,1380102,gnis
151474548,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151474548,is_in,"Walker,Texas,Tex.,TX,USA",regular
151474548,name,Loma,regular
151474548,place,hamlet,regular
151479540,ele,98,regular
151479540,gnis:Class,Populated Place,regular
151479540,gnis:County,Montgomery,regular
151479540,gnis:County_num,339,regular
151479540,gnis:ST_alpha,TX,regular
151479540,gnis:ST_num,48,regular
151479540,id,1382473,gnis
151479540,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151479540,is_in,"Montgomery,Texas,Tex.,TX,USA",regular
151479540,name,Peel Junction,regular
151479540,place,hamlet,regular
151491136,ele,93,regular
151491136,gnis:Class,Populated Place,regular
151491136,gnis:County,Washington,regular
151491136,gnis:County_num,477,regular
151491136,gnis:ST_alpha,TX,regular
151491136,gnis:ST_num,48,regular
151491136,id,1379277,gnis
151491136,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151491136,is_in,"Washington,Texas,Tex.,TX,USA",regular
151491136,name,William Penn,regular
151491136,place,hamlet,regular
151495295,ele,94,regular
151495295,gnis:Class,Populated Place,regular
151495295,gnis:County,Madison,regular
151495295,gnis:County_num,313,regular
151495295,gnis:ST_alpha,TX,regular
151495295,gnis:ST_num,48,regular
151495295,id,1379601,gnis
151495295,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151495295,is_in,"Madison,Texas,Tex.,TX,USA",regular
151495295,name,Cottonwood,regular
151495295,place,hamlet,regular
151495391,population,74125;2006,census
151495391,ele,103,regular
151495391,gnis:Class,Populated Place,regular
151495391,gnis:County,Brazos,regular
151495391,gnis:County_num,041,regular
151495391,gnis:ST_alpha,TX,regular
151495391,gnis:ST_num,48,regular
151495391,id,1354786,gnis
151495391,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151495391,is_in,"Brazos,Texas,Tex.,TX,USA",regular
151495391,name,College Station,regular
151495391,place,town,regular
151495391,population,"100,050",regular
151501103,ele,85,regular
151501103,gnis:Class,Populated Place,regular
151501103,gnis:County,Grimes,regular
151501103,gnis:County_num,185,regular
151501103,gnis:ST_alpha,TX,regular
151501103,gnis:ST_num,48,regular
151501103,id,1379733,gnis
151501103,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151501103,is_in,"Grimes,Texas,Tex.,TX,USA",regular
151501103,name,Erwin,regular
151501103,place,hamlet,regular
151510803,ele,71,regular
151510803,gnis:Class,Populated Place,regular
151510803,gnis:County,Brazos,regular
151510803,gnis:County_num,041,regular
151510803,gnis:ST_alpha,TX,regular
151510803,gnis:ST_num,48,regular
151510803,id,1380333,gnis
151510803,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151510803,is_in,"Brazos,Texas,Tex.,TX,USA",regular
151510803,name,Peach Creek,regular
151510803,place,hamlet,regular
151521824,ele,85,regular
151521824,gnis:Class,Populated Place,regular
151521824,gnis:County,Washington,regular
151521824,gnis:County_num,477,regular
151521824,gnis:ST_alpha,TX,regular
151521824,gnis:ST_num,48,regular
151521824,id,1378373,gnis
151521824,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151521824,is_in,"Washington,Texas,Tex.,TX,USA",regular
151521824,name,Graball,regular
151521824,place,hamlet,regular
151528231,ele,95,regular
151528231,gnis:Class,Populated Place,regular
151528231,gnis:County,Brazos,regular
151528231,gnis:County_num,041,regular
151528231,gnis:ST_alpha,TX,regular
151528231,gnis:ST_num,48,regular
151528231,id,1380602,gnis
151528231,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151528231,is_in,"Brazos,Texas,Tex.,TX,USA",regular
151528231,name,Steep Hollow,regular
151528231,place,hamlet,regular
151536111,ele,73,regular
151536111,gnis:Class,Populated Place,regular
151536111,gnis:County,Burleson,regular
151536111,gnis:County_num,051,regular
151536111,gnis:ST_alpha,TX,regular
151536111,gnis:ST_num,48,regular
151536111,id,1380324,gnis
151536111,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151536111,is_in,"Burleson,Texas,Tex.,TX,USA",regular
151536111,name,Parker,regular
151536111,place,hamlet,regular
151541994,ele,102,regular
151541994,gnis:Class,Populated Place,regular
151541994,gnis:County,Brazos,regular
151541994,gnis:County_num,041,regular
151541994,gnis:ST_alpha,TX,regular
151541994,gnis:ST_num,48,regular
151541994,id,1380208,gnis
151541994,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151541994,is_in,"Brazos,Texas,Tex.,TX,USA",regular
151541994,name,Moore,regular
151541994,place,hamlet,regular
151561253,population,1722;2006,census
151561253,ele,76,regular
151561253,gnis:Class,Populated Place,regular
151561253,gnis:County,Burleson,regular
151561253,gnis:County_num,051,regular
151561253,gnis:ST_alpha,TX,regular
151561253,gnis:ST_num,48,regular
151561253,id,1347375,gnis
151561253,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151561253,is_in,"Burleson,Texas,Tex.,TX,USA",regular
151561253,name,Somerville,regular
151561253,place,village,regular
151561253,population,1722,regular
151579002,ele,94,regular
151579002,gnis:Class,Populated Place,regular
151579002,gnis:County,Brazos,regular
151579002,gnis:County_num,041,regular
151579002,gnis:ST_alpha,TX,regular
151579002,gnis:ST_num,48,regular
151579002,id,1380038,gnis
151579002,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151579002,is_in,"Brazos,Texas,Tex.,TX,USA",regular
151579002,name,Koppe,regular
151579002,place,hamlet,regular
151579930,population,217;2006,census
151579930,ele,102,regular
151579930,gnis:Class,Populated Place,regular
151579930,gnis:County,Brazos,regular
151579930,gnis:County_num,041,regular
151579930,gnis:ST_alpha,TX,regular
151579930,gnis:ST_num,48,regular
151579930,id,1388563,gnis
151579930,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151579930,is_in,"Brazos,Texas,Tex.,TX,USA",regular
151579930,name,Wixon Valley,regular
151579930,place,village,regular
151579930,population,217,regular
151581569,ele,67,regular
151581569,gnis:Class,Populated Place,regular
151581569,gnis:County,Burleson,regular
151581569,gnis:County_num,051,regular
151581569,gnis:ST_alpha,TX,regular
151581569,gnis:ST_num,48,regular
151581569,id,2034885,gnis
151581569,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151581569,is_in,"Burleson,Texas,Tex.,TX,USA",regular
151581569,name,Chances Store,regular
151581569,place,hamlet,regular
151582230,ele,78,regular
151582230,gnis:Class,Populated Place,regular
151582230,gnis:County,Robertson,regular
151582230,gnis:County_num,395,regular
151582230,gnis:ST_alpha,TX,regular
151582230,gnis:ST_num,48,regular
151582230,id,1351316,gnis
151582230,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151582230,is_in,"Robertson,Texas,Tex.,TX,USA",regular
151582230,name,Astin,regular
151582230,place,hamlet,regular
151582250,ele,76,regular
151582250,gnis:Class,Populated Place,regular
151582250,gnis:County,Brazos,regular
151582250,gnis:County_num,041,regular
151582250,gnis:ST_alpha,TX,regular
151582250,gnis:ST_num,48,regular
151582250,id,1363425,gnis
151582250,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151582250,is_in,"Brazos,Texas,Tex.,TX,USA",regular
151582250,name,Mudville,regular
151582250,place,hamlet,regular
151582525,ele,109,regular
151582525,gnis:Class,Populated Place,regular
151582525,gnis:County,Grimes,regular
151582525,gnis:County_num,185,regular
151582525,gnis:ST_alpha,TX,regular
151582525,gnis:ST_num,48,regular
151582525,id,1380835,gnis
151582525,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151582525,is_in,"Grimes,Texas,Tex.,TX,USA",regular
151582525,name,Cross,regular
151582525,place,hamlet,regular
151583231,ele,109,regular
151583231,gnis:Class,Populated Place,regular
151583231,gnis:County,Grimes,regular
151583231,gnis:County_num,185,regular
151583231,gnis:ST_alpha,TX,regular
151583231,gnis:ST_num,48,regular
151583231,id,1344169,gnis
151583231,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151583231,is_in,"Grimes,Texas,Tex.,TX,USA",regular
151583231,name,Plantersville,regular
151583231,place,hamlet,regular
151606524,population,7378;2006,census
151606524,ele,66,regular
151606524,gnis:Class,Populated Place,regular
151606524,gnis:County,Grimes,regular
151606524,gnis:County_num,185,regular
151606524,gnis:ST_alpha,TX,regular
151606524,gnis:ST_num,48,regular
151606524,id,1375099,gnis
151606524,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151606524,is_in,"Grimes,Texas,Tex.,TX,USA",regular
151606524,name,Navasota,regular
151606524,place,town,regular
151606524,population,7378,regular
151613913,population,101;2006,census
151613913,ele,95,regular
151613913,gnis:Class,Populated Place,regular
151613913,gnis:County,Brazos,regular
151613913,gnis:County_num,041,regular
151613913,gnis:ST_alpha,TX,regular
151613913,gnis:ST_num,48,regular
151613913,id,1362920,gnis
151613913,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151613913,is_in,"Brazos,Texas,Tex.,TX,USA",regular
151613913,name,Millican,regular
151613913,place,village,regular
151613913,population,101,regular
151614064,ele,82,regular
151614064,gnis:Class,Populated Place,regular
151614064,gnis:County,Brazos,regular
151614064,gnis:County_num,041,regular
151614064,gnis:ST_alpha,TX,regular
151614064,gnis:ST_num,48,regular
151614064,id,1380240,gnis
151614064,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151614064,is_in,"Brazos,Texas,Tex.,TX,USA",regular
151614064,name,Nelleva,regular
151614064,place,hamlet,regular
151615766,ele,84,regular
151615766,gnis:Class,Populated Place,regular
151615766,gnis:County,Robertson,regular
151615766,gnis:County_num,395,regular
151615766,gnis:ST_alpha,TX,regular
151615766,gnis:ST_num,48,regular
151615766,id,1380704,gnis
151615766,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151615766,is_in,"Robertson,Texas,Tex.,TX,USA",regular
151615766,name,Valley Junction,regular
151615766,place,hamlet,regular
151617517,ele,69,regular
151617517,gnis:Class,Populated Place,regular
151617517,gnis:County,Montgomery,regular
151617517,gnis:County_num,339,regular
151617517,gnis:ST_alpha,TX,regular
151617517,gnis:ST_num,48,regular
151617517,id,1334420,gnis
151617517,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151617517,is_in,"Montgomery,Texas,Tex.,TX,USA",regular
151617517,name,Dobbin,regular
151617517,place,hamlet,regular
151617710,ele,71,regular
151617710,gnis:Class,Populated Place,regular
151617710,gnis:County,Grimes,regular
151617710,gnis:County_num,185,regular
151617710,gnis:ST_alpha,TX,regular
151617710,gnis:ST_num,48,regular
151617710,id,1380833,gnis
151617710,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151617710,is_in,"Grimes,Texas,Tex.,TX,USA",regular
151617710,name,Cotton,regular
151617710,place,hamlet,regular
151637979,ele,109,regular
151637979,gnis:Class,Populated Place,regular
151637979,gnis:County,Washington,regular
151637979,gnis:County_num,477,regular
151637979,gnis:ST_alpha,TX,regular
151637979,gnis:ST_num,48,regular
151637979,id,1338384,gnis
151637979,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151637979,is_in,"Washington,Texas,Tex.,TX,USA",regular
151637979,name,Independence,regular
151637979,place,hamlet,regular
151640571,ele,85,regular
151640571,gnis:Class,Populated Place,regular
151640571,gnis:County,Grimes,regular
151640571,gnis:County_num,185,regular
151640571,gnis:ST_alpha,TX,regular
151640571,gnis:ST_num,48,regular
151640571,id,1380021,gnis
151640571,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151640571,is_in,"Grimes,Texas,Tex.,TX,USA",regular
151640571,name,Keith,regular
151640571,place,hamlet,regular
151642787,ele,140,regular
151642787,gnis:Class,Populated Place,regular
151642787,gnis:County,Robertson,regular
151642787,gnis:County_num,395,regular
151642787,gnis:ST_alpha,TX,regular
151642787,gnis:ST_num,48,regular
151642787,id,1379687,gnis
151642787,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151642787,is_in,"Robertson,Texas,Tex.,TX,USA",regular
151642787,name,Dunns Fort,regular
151642787,place,hamlet,regular
151642925,ele,77,regular
